'id',name_he,name_en,calories,protein,fat,carbs
8ec8347f-fb31-47df-969e-aca240bb03c8,"קובה חמוסטה, קובה למרק חמוץ","Kubbeh, Hamusta, for sour soup",165,11.2,3.8,20.5
bc5dcfc4-9b84-4315-ac23-c54c5e435256,קובה בורגול עם בשר כבש למרק,"Kubbeh, bulgur, with lamb, for soup, homemade",233,10.1,5.4,32.3
c0bad2b2-2100-4831-9e77-0161ade52f0c,"קובה בורגול מטוגן, נבלוסיה, עם בשר בקר ללא שמן לטיגון","Kubbeh, Nablus, with lean beef, fried, fat not added",275,11.4,10,30.2
771cd49f-7682-40bf-862b-2eeef22e183c,"בצק שערות קדאיף, יוון","Dough, shredded, Kadaif ",301,8.4,1.1,62.6
08678b55-1014-4e9d-93c6-a92db4c018a8,"בצק שק""ם אפוי","Dough, made from cream, flour and margarine, baked",391,5.9,22.7,39.5
1c420319-64bf-4f58-afa2-08de33bdef6e,"סיגרים תפוחי אדמה, מטוגנים בשמן סויה, מהתעשיה","Pastilles, potato-filled, fried in soy oil",261,3.8,11.5,32.9
b7b04912-b1a8-4a37-95fc-398685a09cfd,"סיגרים תפוחי אדמה, פסטלים, לטיגון, חטיפון על הגל","Pastilles, potato-filled, to fry",169,4,0.1,34.6
8db7321b-e828-4434-b02b-f6b751cba152,"סיגרים/פסטלים במילוי בשר, לטיגון, חמים וטעים","Pastilles, meat-filled, to fry",231,9.6,6.6,33.3
9f9fae31-ad0e-44c6-8b63-a510f1bbb484,פנקייק מתערובת מוכנה עם שמן סויה,"Pancake, made from mixture with soy oil",156,2.8,5.9,22.6
87ee0252-157e-4965-9644-a6d1cd4a17fc,פנקייק ביתי עם שמן סויה,Pancake with soy oil,218,7.3,8.2,27.4
2296bd5d-02a3-4e61-9a9e-f1248a67ae08,"כופתאות קמח מצה, קניידלך, אבקה, קנור","Matzo balls, kneidel, dry mix, Knorr",390,10.1,9.5,66
53c843de-f16c-4dbf-827b-291c0bbb54c3,"כופתאות קמח מצה עם ביצה ושמן סויה, קניידלך","Matzo balls, kneidel, matza flour, eggs and soy oil",403,11.5,22.5,36.7
661d6232-0847-4fb6-848e-e21810b55369,"בשר בקר, מעיים ממולאים (קישקע), לא מבושלים, טיבון ויל","Beef, kishke (stuffed intestines), raw, TivonVeal",224,10,15,12
f64ceb25-0506-4c48-81a8-287e64c6e8b7,"בשר בקר, מעיים ממולאים (קישקע), אפויים","Beef, kishke (stuffed intestines), baked",304,12.6,21.4,15.1
89b8f4b4-bc49-498a-9a42-f68cec53da26,"ניוקי פירות, גומבוץ'","Gnocchi, fruit with potato, gomboch",166,2.9,2.4,32.5
a681c09f-b187-4211-bccc-d257e6e93a81,"ניוקי, בצקיות מקמח תפוחי אדמה, אסם, מוכן לאכילה","Gnocchi, ready to eat, Osem",141,3.3,0.2,31.8
ad2db423-fd99-4f3b-9459-e55cd2d6d53c,בורקס בצק שמרים עם גבינה מלוחה,"Burekas, yeast pastry, with salty cheese",300,13.1,13.2,30.2
72c273d6-5bf0-4a12-b9f7-45568c04c9f9,"בורקס בצק עלים במילוי גבינה בולגרית, עם שמן סויה","Burekas, puff pastry, Bulgarian cheese filling, with soy oil",373,10.4,25.7,23.3
ef0dc346-b31f-417b-a7dc-904718475127,"בורקס גבינה, שופרסל","Burekas, cheese filling, Shufersal",295,6.2,15.5,32.7
cc0f7ec3-b0d5-4b19-9f96-1bfdca427972,"בורקס פטריות, לאפיה, יעל אופרה","Burekas, with mushroom filling, for baking",289,4.5,17.4,28.7
2077b0cf-1505-449e-827b-ce46d12cead6,בורקס בצק פריך במילוי גבינת כבשים מלוחה ומרגרינה,"Burekas, flaky pastry, filled with salty sheep cheese and margarine",391,8.5,26.8,27
b84d6d5e-7188-456e-91a9-f40c9b41cadc,בורקס בצק עלים במילוי פיצה,"Burekas, puff pastry, pizza filling",358,6.2,23.4,29
f729fac5-b203-48a2-a243-674b53f2cf03,בורקס בצק עלים במילוי חצילים וגבינת ריקוטה,"Burekas, puff pastry, eggplant and ricotta cheese filling",241,5.1,15.5,18.6
0c794592-bd82-4274-a98d-8de7f1f9ac13,פסטלים במילוי בשר עם שמן סויה,"Pastilles, meat filling, with soy oil",226,6.4,12.8,20.4
5e680189-cb25-4130-b16d-d885bab4c416,בורקס במילוי בשר בקר,"Burekas, beef filling",306,8,20.4,20.5
5442c882-c8ed-4bd3-8fab-b4d8e4c7a6d7,בורקס בצק עלים במילוי בשר הודו,"Burekas, puff pastry, turkey filling",298,8.6,19.7,20.3
9b1aef70-8f78-461e-88fb-65d6f3162aec,"בורקס בצק פריך במילוי תפוחי אדמה, עם מרגרינה","Burekas, flaky pastry, potato filling, homemade",348,5.2,22,30.4
c8979cab-535d-4648-bdd5-941c8835d6f9,בורקס בצק עלים במילוי תרד וגבינה צהובה,"Burekas, puff pastry, spinach filling, homemade",254,6.8,16.8,17.6
62e03481-afcb-4ae0-9408-7c23027288d8,פאי בצל עם מרגרינה,"Pie, onion (open), with margarine, homemade",282,4.7,18.2,23.1
b3cb5fc7-5d8f-4a74-9959-0c63ef4d4401,פאי בצל וגבינה עם מרגרינה,"Pie, onion and cheese, with margarine, homemade",283,6.7,18.6,20.9
abbef37a-8526-4a3a-beaa-cb4b0a265038,קיש תרד,"Quiche, spinach, homemade",320,7.9,21.4,21.5
384f9b66-5956-4463-9a00-37a9863b63fe,מלאווח מטוגן בשמן סויה,"Melawech, fried in soy oil, homemade",395,5.8,21.2,45.7
afad7fd9-7567-46aa-a9a2-35c2eb445193,מלאווח מטוגן בשמן קנולה,"Melawech, fried in canola oil, homemade",395,5.8,21.2,45.7
9f4757f9-77bc-45a5-a380-cdf2c701e22b,"מלאווח תימני, לפני טיגון, מעדנות","Melawech, frozen, Maadanot",337,5.2,17,41
3e4624b1-5af4-49f1-9617-8b3a498a470a,"עמיזה, מאפה אתיופי","Amiza, Ethiopian baked pastry, homemade",292,6.8,7.6,46
6d8ef4d3-0dc8-48c6-a0dd-0704cf3c4403,ג'חנון בשמן סויה,"Jachnun, in soy oil, homemade",303,6,9.3,45.9
67087ff2-b8d0-4ed5-a38b-0f08d97ca1a3,"ג'חנון תימני, לא אפוי, שלושת האופים","Jachnun, uncoooked, Shloshet HaOfim",357,6.1,17.6,43.6
4039eecb-b6b2-43eb-97fb-563f4b324a22,ג'חנון תימני אפוי,"Jachnun, Yemenite dish, baked",388,5,22,42.4
da37f1ac-1aaa-4c08-8140-6e31d12ffdb7,"בצק עלים מרגרינה, לא אפוי","Pastry, puff, from margarine, not baked, homemade",377,4.5,24.8,32
7a76d098-ebd8-46fa-bf4d-cc36d8bfb093,"בצק פילאס תורכי כולל בצק עלים מרודד, מעדנות","Pastry, pilas (Turkish), including rolled out puff, Maadanot",379,4.7,23.7,36.6
eeeffaee-3361-409a-a1de-b300b63f5620,"בצק פילו, לפני אפייה","Pastry, phyllo, uncooked",302,8.9,0,62
e3ad8965-3071-4e99-a3bc-ed743582852e,לזניה חלבית,"Lasagna, cheese, homemade",165,11.5,7.4,12.3
cf2c2faf-8a3a-4320-b9d8-c60ef7dd6d08,לזניה בשרית,"Lasagna, meat, homemade",108,7,4,9.6
296fffc4-c744-497c-a28c-30c46f2fec77,"כיסוני בצק, רביולי במילוי תרד וגבינה","Ravioli, spinach and cheese filling, homemade",171,7.2,5,22.1
335be705-7176-4bd9-912c-eebe9b52ebef,"כיסוני בצק, רביולי תרד וגבינה, שטראוס","Ravioli, spinach and cheese filling, Strauss",212,10.9,5.8,29
9dcf4195-684e-47bc-838a-f09c24fad487,"כיסוני בצק, רביולי במילוי בטטה","Ravioli, sweet potato filling, homemade",285,9.6,7.9,40.5
f189e0ae-ec15-429f-a445-d5530662bafd,"כיסוני בצק, קרפלך, במילוי בשר בקר","Dumpling (kreplach), beef filling, homemade",240,10.8,8.3,28.7
7d03bf1e-c216-487a-a07a-4dd1ac93fa5e,"כיסוני בצק, טורטליני פטריות, שטראוס","Tortellini, mushroom",201,10.5,4,30.5
841a299f-0f0a-4c31-81cd-4ad556726ba9,"כיסוני בצק, קרפלך במילוי כבד עוף","Dumpling (kreplach), chicken liver filling, homemade",247,13.5,7.7,28.4
f40366d2-acfb-420d-8ef7-51cd71d3e294,"כיסוני בצק, קרפלך במילוי בשר עוף","Dumpling (kreplach), chicken filling, homemade",238,11.5,7.6,29
5d2cf4fd-b6f4-491b-b785-7679db711acf,"כיסוני בצק, קרפלך במילוי בשר הודו","Dumpling (kreplach), turkey filling, homemade",238,11.5,7.6,29
6ab22d89-7d29-495a-b09f-5247c011421c,"כיסוני בצק, קרפלך במילוי בשר חזיר","Dumpling (kreplach), pork filling, homemade",281,15.2,11.4,27
dadcf641-bec0-4811-9810-1a73bc7a1d98,"כיסוני בצק, רביולי ללא מילוי","Ravioli, no filling, homemade ",331,12.2,8.1,48.7
4609836b-5a6e-4972-9e33-813df3a06ac5,"כיסוני בצק, במילוי גבינה מתוקה","Ravioli, sweet cheese filling, homemade",222,11.5,3.7,34
cbfbc30f-983c-4d7a-afc6-0392cafbfc4c,"סמבוסק במילוי גבינה עם שמרים, אפוי","Sambousek, cheese filling, with yeast, baked, homemade",304,10.7,12,36.1
b8c6b1c5-7cbb-43f7-bd30-e0cae2d44507,"סמבוסק במילוי חומוס ובצל מטוגן, מטוגן","Sambousek, chickpeas and fried onions filling, fried, homemade",351,7.5,17.5,37.7
719aa7a3-6fd0-4390-a7ff-9638867f409a,"סמבוסק במילוי תפוחי אדמה ופטריות, אפוי","Sambousek, potato and mushroom filling, homemade",240,5.7,7.2,36.1
f1f885ae-3a9e-4447-b1cc-6e4a5ad8e22b,"סמבוסק במילוי תרד, אפוי","Sambousek, spinach filling, baked, homemade",274,6.6,9.4,38.4
6844f89d-1806-418f-a3ac-fdf01366a72f,ספגטי ברוטב עגבניות ושמן זית,"Spaghetti, in tomato sauce, with olive oil, homemade",138,4.2,3.4,21
3cc44cf8-52df-46ba-8191-1a93b6d1fdcd,ספגטי ברוטב עגבניות ושמן סויה,"Spaghetti, in tomato sauce, with soy oil, homemade",138,4.2,3.4,21
66fd87b5-1deb-4372-904c-e9128fe37324,"פשטידת אטריות עם גבינת קוטג, גבינה מלוחה ויוגורט","Pie, noodles with cottage cheese, salty cheese, and yoghurt, homemade",160,9.3,4.7,18.5
bcec9aa8-3382-464f-a8d0-9a5ce794e2c2,פשטידת אטריות טורטליני' (פרווה),"Pie, tortellini, non-dairy, homemade",203,7.7,5.7,27.8
2b2414dd-4c85-4c9b-8c7b-2a89637243f2,"קוגל אטריות מתוק, פרווה","Kugel, sweet noodle pudding,non-dairy, homemade",228,7.4,7.4,31.1
ee165e78-3c67-4c86-ab4d-fb78505698e9,פשטידת אטריות עם בשר בקר ושמן קנולה,"Pie, noodles with beef and canola oil, homemade",197,10.7,9.1,16.5
1d035887-b011-44a3-a0ab-ae36ae1d6771,סושי עם אורז ודג,"Sushi with rice and fish, homemade",136,4.2,0.6,27.2
f029a91a-feb0-4303-951d-edc43a8b01aa,סושי צמחוני עם אורז ואבוקדו,"Sushi with rice and avocado, vegetarian, homemade",135,2.3,2.4,24.7
1d8e53eb-2c20-42d9-a68d-fdaec2ebcd2d,"מג'דרה עם אורז, בצל מטוגן ושמן סויה","Mejadra with rice, with soy oil, homemade",164,5.1,4.7,22.1
9fed637a-841d-4c1c-ba1e-e156b943595f,"מג'דרה עם אורז, בצל מטוגן ושמן זית","Mejadra with rice, with olive oil, homemade",164,5.1,4.7,22.1
ce74b64e-8dcb-4ebb-a7ce-f59bc7848b12,"מקלובה עם ירך עוף חומוס וצנוברים, עם שמן קנולה","Maklubeh, with chicken thighs, chickpeas, and pinenuts, canola oil, homemade",156,7.3,6.9,14.5
d2c5a798-d589-4e87-882e-94cae6852882,"חמין שימורים,פרווה, ויטה","Cholent, vegetarian, canned, Vita",108,5.1,3.1,14.8
81d7847e-600d-4c16-bc7a-141d6ab02220,מקלובה עם ירך עוף כרובית וצנוברים ובצל מטוגן בשמן קנולה,"Maklubeh, with chicken thighs, cauliflower and pinenuts, with canola oil-fried onions",137,7,5.8,13.2
e21be6c4-fdeb-49ad-b617-4cac9907b79f,מקלובה עם ירקות ללא בשר עם שמן קנולה,"Maklubeh, with vegetables, no meat, canola oil,  homemade",104,2.1,2.8,16.7
042bf4ad-b907-41ff-8736-8faa54f2c6cd,"מג'דרה עם בורגול, בצל מטוגן בשמן קנולה ושמן קנולה","Mejadra, with canola-fried onions, bulgur and canola oil, homemade",137,5.3,4.7,14
260664df-9e31-4471-918a-ce774b416662,"מג'דרה, אורז ועדשים, מוכן מתערובת, קנור","Mejadra, prepared from dry mix, Knorr",126,4.1,2.9,20.9
e873ad88-e6f0-4285-9668-2790b83027b5,מג'דרה עם בורגול ושמן זית,"Mejadra, with bulgur and olive oil, homemade",137,5.3,4.7,14
708d61f1-fe6e-4f10-8b2c-dcfb4e4c9088,"מג'דרה עם אורז, בצל מטוגן ושמן קנולה","Mejadra, with canola-fried onions, rice and canola oil, homemade",164,5.1,4.7,22.1
089cfe09-5446-423d-880e-5f03ae03d07a,"מג'דרה עם אורז מלא, בצל מטוגן ושמן קנולה","Mejadra, with whole rice, canola-fried onions and canola oil, homemade",152,5,5.1,18.1
b4659152-6767-4a87-af4e-16600c7eeb6d,סלט טבולה מבורגול,"Salad, tabbouleh, with bulgur, homemade",55,1.4,2.6,5.5
36284d8a-5ef3-43c4-a844-9265cdc3e765,סלט טבולה מקוסקוס,"Salad, tabbouleh, couscous, homemade",72,2,2.6,9.1
5ebe7c2a-f0e6-43ae-92a7-7d7b6a3348d5,מרק גריסים עם עגבניות בצל ושמן קנולה,"Soup, barley, with tomatoes, onions, with canola oil, homemade",31,0.5,1.6,3.3
212db661-8593-4459-8bbf-6a77b695dd11,מרק גריסים עם ירקות ושמן סויה,"Soup, barley, with vegetables, with soy oil, homemade",36,0.5,1.7,4.4
726e5391-0eab-4884-869a-d0b8a63c0187,"מרק עגבניות עם המון אטריות וקרוטונים, נמס, רגע חם, מוכן מאבקה","Soup, tomato with lots of noodles, prepared from powder (instant, in cup)",72,1,1.2,13.8
4e5c18f5-c8f1-4974-bcb9-2a22676de774,"מרק נמס בכוס, לייט, תירס/ ירקות/ פטריות, מוכן מאבקה, קנור","Soup, pea or vegetable or mushroom, energy-reduced, prepared from mix (instant, in cup), Knorr",28,0.7,0.5,5.1
b53b369f-4910-4290-a7b4-c96912aea753,"אטריות/פסטה, ברוטב פיצה, מנה חמה, מוכן מתערובת, אסם","Noodles/pasta, in pizza sauce, prepared from mix, (instant, in cup), Osem",94,2.3,1.5,17.8
1418303e-0d7a-4481-9194-9a7eca1c4d9c,"אשכולית, טריה","Grapefruit, raw",32,0.6,0.1,7
8a21437d-d7d2-4f63-afd9-81f8405d463a,"פומלה, טריה","Pomelo, raw",38,0.8,0,8.6
fd869fc4-1dc6-4450-b3c8-0a3b50cac844,"אשכולית, עם קליפה וגרעינים","Grapefruit, raw, pink/red/white, with peel and seeds",16,0.3,0.1,4
86330f99-f8a6-4fd4-ab28-e10ee118e02a,"אשכולית, משומרת או קפואה, ללא תוספת סוכר, במים","Grapefruit, canned or frozen, unsweetened, water pack",36,0.6,0.1,8.8
8d4f6877-da38-4dd7-9dda-382dabad71de,"אשכולית, משומרת או קפואה, בסירופ קל","Grapefruit, canned or frozen, in light syrup",60,0.6,0.1,15
2cab25bd-1f63-4bb5-a7f7-5cfb45fba22f,"אשכוליות ותפוזים, פלחים, מבושלים, משומרים או קפואים, במים","Grapefruit and orange sections, cooked, canned or frozen, unsweetened, water pack",27,0.5,0.1,5.5
cbda7e1b-4b76-4dfd-82f7-cbda61e0fdc4,"תפוז סיני, טרי","Kumquat, raw",71,1.9,0.9,9.4
d5fe40c8-1977-4342-abfb-13bbcb4dd211,"לימון, טרי","Lemon, raw",29,1.1,0.3,6.5
5414b581-1ddb-4fac-9626-b675c26a161b,לימון עם קליפה וגרעינים,"Lemon, with peel and seeds",15,0.6,0.2,4.9
d639f1e2-751d-432a-b64f-03dbca2ecac0,לימון כבוש,"Lemon, pickled",53,1,3.1,6.2
00aa6671-2a90-4ea6-a8dc-3e5dfdb0f0e4,"לימון, מילוי מוכן לפאי","Lemon, pie filling",345,4.7,6.6,68.6
450f5661-c8b9-4015-95cc-ad138e060cc6,"ליים, טרי","Lime, raw",30,0.7,0.2,7.7
ba3a2408-a996-4230-9197-90c4e6ca1a6a,"תפוז, טרי","Orange, raw",47,0.9,0.1,9.4
ed4d81d6-bea0-45de-abea-13e51bf9256f,"תפוז, פלחים , משומרים, במיץ","Orange, sections, canned, juice pack",47,0.9,0.1,9.8
ca09069e-391f-407d-92da-73ce379d7596,"תפוז, עם קליפה וגרעינים","Orange, with peel and pips",34,0.7,0.1,8.6
0d305005-0d85-4d6a-9834-b03b9186f025,"תפוז, קליפה","Orange, peel",47,1.5,0.3,5.4
c596dd5d-ba65-4ec6-95c5-07e00b1c5f0a,"קלמנטינה/מנדרינה, משומר או קפוא, במארז מיץ","Clementine/mandarin, canned or frozen, juice pack",37,0.6,0,8.9
ea53bc59-d52c-4245-9dd5-83cc833fa1cc,"קלמנטינה/מנדרינה, משומר או קפוא, בסירופ קל","Clementine/mandarin, canned or frozen, in light syrup",61,0.4,0.1,15.5
ee6a7237-2f14-42ba-a745-939a466d6abb,"קלמנטינה/מנדרינה, משומר או קפוא, מסונן","Clementine/mandarin, canned or frozen, drained",38,0.8,0,8.2
3e36d889-4f16-4e9c-acfe-b1b5d52912ea,"קלמנטינה/מנדרינה, טריה","Clementine/mandarin, raw",53,0.8,0.3,11.5
d3e37b43-a4ad-4e1c-ae0e-da3928e9b883,קלמנטינה/מנדרינה עם קליפה וגרעינים,"Clementine/mandarin, with skin and pips",39,0.6,0.2,9.9
e0a5f2f0-a7b3-464e-955a-047105eb1fef,מיץ אשכוליות סחוט פרימור,"Juice, grapefruit, freshly squeezed, Primor",40,0.2,0.2,9
0f592cd2-a952-4a4d-abba-ab705b9bf2b3,"מיץ אשכוליות, סחוט טרי","Juice, grapefruit, freshly squeezed",39,0.5,0.1,9.1
e2d6b011-25bd-4617-b07e-3f657cea3660,"מיץ אשכוליות, לפנ לסוג, ללא תוספת סוכר","Juice, grapefruit, NS as to form, unsweetened",38,0.5,0.1,8.9
d7b0176b-f0a6-4d02-a3b6-6080b07a1720,"מיץ אשכוליות, משומר, בבקבוק או קרטון","Juice, grapefruit, canned, bottled or in a carton",38,0.5,0.1,8.9
497e0e77-ef5b-46e2-990c-5695f46c7e84,"מיץ אשכוליות, קפוא, משוחזר במים, ללא תוספת סוכר","Juice, grapefruit, frozen (reconstituted with water), unsweetened",41,0.6,0.1,9.6
c173d719-ad5f-42ca-a951-2b39bab25135,"מיץ אשכוליות, קפוא, משוחזר במים","Juice, grapefruit, frozen, with sugar (reconstituted with water)",47,0.5,0.1,11.4
7ee203ad-4832-4973-98f2-f34e461a7b16,"מיץ תפוזים, תרכיז קפוא, פריגת","Juice, orange, frozen concentrate",219,2.2,0,52.5
7e5c83ac-6c03-4d2c-9229-490e1f6aebc0,"מיץ אשכולית אדומה, גניר,פריגת, פריניב","Juice, red grapefruit, Gnir/Prigat/Priniv",40,0.7,0,8.5
510c4c89-5a96-4466-80a5-051bc23a6ff5,מיץ לימון טבעי,"Juice, lemon",22,0.3,0.2,6.6
d48c317e-ab1b-4e35-aa6d-d0b81f1a21e2,משקה לימונדה ביתית,"Fruit drink, lemonade, homemade",24,0,0,6.3
9cc12f50-ee41-42f3-8b63-080c1f490fe2,"מיץ תפוזים סחוט, פרימור, פריניב","Juice, orange, fresh, Priniv",46,0.7,0.2,10.5
27e9c945-a73e-4a3b-8fe9-e3b6a68449af,"מיץ תפוזים, סחוט טרי","Juice, orange, freshly squeezed",45,0.7,0.2,10.2
f210f5cb-a827-4c85-9595-cd593e18ce1b,"מיץ תפוזים, תרכיז קפוא, משוחזר במים, פריגת","Juice, orange, prepared from frozen concentrate, Prigat",50,0.5,0,12
d8040118-9999-4e6a-a687-d4cb1375bea3,פומלה עם קליפה וגרעינים,"Pomelo, raw, with peel and seeds",19,0.4,0,4.8
2508c636-80b0-4269-b8f9-c1eb19ed6489,"מיץ אשכוליות ותפוזים, טרי","Juice, grapefruit and orange, fresh",42,0.6,0.2,9.6
f6af7519-8019-4122-8434-6433dfabcc48,"מיץ אשכוליות ותפוזים, משומר, ללא תוספת סוכר","Juice, grapefruit and orange, canned",43,0.6,0.1,10.2
710f4ab9-43a4-4cb6-a0e3-1eba5e9b22a8,"מיץ אשכוליות ותפוזים, משומר, בתוספת סוכר","Juice, grapefruit and orange, with added sugar, canned",51,0.6,0.1,12.3
f83ebfcc-fc91-4320-afb0-da95273e7e8e,"מיץ אשכוליות ותפוזים, קפוא, משוחזר במים","Juice, grapefruit and orange, frozen, reconstituted",43,0.6,0.1,10.1
4a00b20f-cc03-46c1-ae1c-01c4fb1784e0,"פירות יבשים, תערובת","Fruit, mixture, dried",244,2.2,0.4,57.4
31949e09-9d84-4fd5-8bfd-910b36b7f53c,"תפוח עץ, מיובש, לא מבושל","Apple, dried, uncooked",243,0.9,0.3,57.2
0995671c-2aed-4bd7-9966-5b9096365272,"תפוח עץ, מיובש, מבושל, ללא תוספת סוכר","Apple, dried, cooked, unsweetened",57,0.2,0.1,13.3
a89aa16e-d539-4f9c-815d-e3381ff488bc,"תפוח עץ, מיובש, מבושל, עם סוכר","Apple, dried, cooked, sweetened",87,0.2,0.1,21.3
ed565271-5da4-4ad8-b829-2a5d4e616328,"משמש, מיובש","Apricot, dried",241,3.4,0.5,55.3
e9bcd701-cd56-4acc-8051-8bde4fb15e1f,"משמש, מיובש, מבושל, ללא תוספת סוכר","Apricot, dried, cooked, unsweetened",85,1.2,0.2,19.5
ada550d4-3864-483b-b7c4-bc751fce56dc,"משמש, מיובש, מבושל, עם סוכר","Apricot, dried, cooked, sweetened",113,1.1,0.2,26.9
72e9c387-b3a0-42dc-9a83-374e14c06ec9,"בננה, טוגנים, צ'יפס","Banana, chips",519,2.3,33.6,58.4
9d7fa02c-031e-417b-8908-1ed8ea356a35,"דומדמניות שחורות, currants, מיובש","Currants, dried",283,4.1,0.3,67.3
16df12be-a9b8-437e-b18e-7ce8a4b317b8,"חמוציות, מיובשות ממותקות","Cranberries, dried, sweetened",308,0.1,1.4,76.7
d92bb1ec-ee4c-493a-90a4-6fb099bbbe13,"תמרים מיובשים, ללא גלעין","Dates, dried, without pips",282,2.5,0.4,67
cc6281eb-ab20-4b53-9698-61dfcec45302,"תמרים מיובשים, עם גלעין","Dates, dried, with  pips",249,1.6,0.1,61.4
d6e021a1-7cdf-4b5c-a3a1-31be56f78f9c,"ממרח תמרים, קליית גת, מיה","Date, spread, Kliyat Gat/Maya",283,2,0.3,68
36be0097-4bfe-4f0f-8648-439e625c66f1,"תמרים לחים, ללא גלעין","Dates, fresh, without pips",124,1.5,0.1,34.9
8182ab39-9df0-400c-981e-bdceb33c8bee,"תמרים לחים, עם גלעין","Dates, fresh, with pips",134,1.4,0.1,30.8
a83d745b-fa22-44ac-8cce-76013657aa3d,"תאנה, מיובשת","Fig, dried",249,3.3,0.9,54.1
8158dbb9-f09f-41c5-a852-86ef54187066,"תאנה, מיובשת, מבושלת, ללא תוספת סוכר","Fig, dried, cooked, unsweetened",107,1.4,0.4,23.4
4b61ca5e-d271-4aa9-9693-0bc883cd74b3,"תאנה, מיובשת, מבושלת, עם סוכר","Fig, dried, cooked, with added sugar",132,1.3,0.4,30.1
7283204c-4442-404d-b1a4-abad50f3aca6,"ליצ'י, מיובש","Lychee, dried (lychee nuts)",277,3.8,1.2,66.1
0a78af4e-56ae-4ab7-8980-c4ec0a286c9c,"מנגו, מיובש","Mango, dried",299,2.4,1.1,71.1
a0db2eff-2956-4dd6-9bfa-fc70fb1cc985,"פאפיה, מיובשת","Papaya, dried",285,3.1,1.7,60.4
33b0d5b8-66d6-49dc-9789-1b1e0e8954b1,"אפרסק, מיובש, לא מבושל","Peach, dried, uncooked",239,3.6,0.8,53.1
66c0a42f-aa63-42ee-8fd5-1e89de4ba782,"אפרסק, מיובש, מבושל, ללא תוספת סוכר","Peach, dried, cooked, unsweetened",77,1.2,0.3,17
8063aa23-4c30-4554-8f2b-be82329b3252,"אפרסק, מיובש, מבושל, עם תוספת סוכר","Peach, dried, cooked, with sugar",105,1,0.2,24.6
3aa1fda6-acb2-405f-9c0a-2c79eebaad72,"אגס, מיובש, לא מבושל","Pear, dried, uncooked",262,1.9,0.6,62.2
79e7e6e7-ad59-409c-9299-265ed931cc6e,"אגס, מיובש, מבושל, ללא תוספת סוכר","Pear, dried, cooked, unsweetened",127,0.9,0.3,27.4
1ee63ff5-80f9-471e-864d-744273158517,"אגס, מיובש, מבושל, עם תוספת סוכר","Pear, dried, cooked, with sugar",151,0.8,0.3,34.1
29db7b57-b3f3-4a66-aa28-3028920372c3,"אננס, מיובש","Pineapple, dried",255,2.8,0.6,59.8
b3e36973-ad25-421e-a2ad-5a9cd0666d6f,"שזיף, מיובש, לא מבושל","Plums, dried (prunes), uncooked",240,2.2,0.4,56.8
1d8dad65-e149-4d7a-bfaa-4c2f7bf35abb,"שזיף, מיובש, עם גלעין (גלעין לא נאכל)","Plums, dried (prunes), uncooked with pip, pip not eaten",204,1.9,0.3,54.3
3080ec7b-fc70-42f1-a4fd-f1590fe86f6b,"שזיף, מיובש, מבושל, ללא תוספת סוכר","Plums, dried (prunes), stewed, without added sugar",107,1,0.2,25
649d213e-5cbd-4544-a6f6-8e662288348b,"שזיף, מיובש, מבושל, עם תוספת סוכר","Plums, dried (prunes), stewed, with added sugar",133,0.9,0.1,31.9
d72d26e4-ac52-469c-902c-d02cdf0c374e,"שזיף, מיובש, מבושל, עם גלעין (גלעין לא נאכל), ללא תוספת סוכר","Plums, dried (prunes), stewed, with pip, no added sugar",91,0.8,0.1,23.9
8142fb26-3be4-4ce2-9538-0d4e2a6d757e,"צימוקים, ללא חרצנים",Raisins,299,3.1,0.5,75.5
748808d3-935a-4b29-b7a9-5370fbef1cd5,"צימוקים, מבושלים","Raisins, cooked",219,1.4,0.2,55.7
083bf619-7782-4e60-a5d9-f699b32f8ee5,"תפוח עץ, עם קליפה (ללא ליבה)","Apple, with peel, raw, without core",52,0.3,0.2,11.4
76162a1c-cad0-48c7-87a6-7def68fb4606,"תפוח עץ, בלי קליפה וללא ליבה","Apples, raw, without peel or core",48,0.3,0.1,12.8
11de485b-6bbb-431b-9b8a-1ab9ed80f9e2,"תפוח עץ, עם קליפה וליבה (ליבה לא נאכלה)","Apple, with peel and core (core not eaten) ",41,0.2,0.1,10.8
34c1fa52-a64c-421f-a6bc-7860f0d6561f,"תפוח עץ, רסק תפוחים מבושל, לפנ אם ממותק, לפנ לסוג הממתיק","Applesauce, canned, sweetened",68,0.2,0.2,16.3
6a7f5db9-72da-4023-a3d7-ce1db2f04854,"תפוח עץ, רסק תפוחים מבושל, ללא תוספת סוכר","Applesauce, stewed apples, unsweetened",42,0.2,0.1,11.3
096d4ffd-a1eb-4868-95c5-0969799828cd,"תפוח עץ, רסק תפוחים מבושל, עם סוכר","Applesauce, stewed apples, with added sugar",68,0.2,0.2,16.3
bd7c3089-c329-494b-afca-2f5570f20e11,"תפוח עץ, רסק תפוחים מבושל, ממותק בממתיק דל קלוריות","Applesauce, stewed apples, sweetened with low calorie sweetener",42,0.2,0.1,10.2
8cde0d81-9aee-477e-b421-0b3bce2f5fa5,"תפוח עץ, רסק תפוחים עם פירות אחרים","Applesauce, with other fruits",72,0.2,0.2,17.2
169775ef-5163-4486-bc2d-c12c3011c063,"תפוח עץ, מבושל או משומר, עם סירופ","Apple, cooked or canned, with syrup",67,0.2,0.4,14.8
